file,rel_path,vendor,fault_class,transformer_id,sweep_points,test_type,split
Axial_Displacement_14_Megger.csv,VendorSimulated\Megger\Axial\Axial_Displacement_14_Megger.csv,Megger,Axial,T0459,500,Megger,test
Axial_Displacement_14_Doble.csv,VendorSimulated\Doble\Axial\Axial_Displacement_14_Doble.csv,Doble,Axial,T0460,500,Doble,test
Axial_Displacement_15.csv,Original\Axial\Axial_Displacement_15.csv,Original,Axial,T0461,500,Original,val
Axial_Displacement_15_Omicron.csv,VendorSimulated\Omicron\Axial\Axial_Displacement_15_Omicron.csv,Omicron,Axial,T0462,500,Omicron,val
Axial_Displacement_15_Megger.csv,VendorSimulated\Megger\Axial\Axial_Displacement_15_Megger.csv,Megger,Axial,T0463,500,Megger,train
Axial_Displacement_15_Doble.csv,VendorSimulated\Doble\Axial\Axial_Displacement_15_Doble.csv,Doble,Axial,T0464,500,Doble,train
Axial_Displacement_16.csv,Original\Axial\Axial_Displacement_16.csv,Original,Axial,T0465,500,Original,train
Axial_Displacement_16_Omicron.csv,VendorSimulated\Omicron\Axial\Axial_Displacement_16_Omicron.csv,Omicron,Axial,T0466,500,Omicron,test
Axial_Displacement_16_Megger.csv,VendorSimulated\Megger\Axial\Axial_Displacement_16_Megger.csv,Megger,Axial,T0467,500,Megger,train
Axial_Displacement_16_Doble.csv,VendorSimulated\Doble\Axial\Axial_Displacement_16_Doble.csv,Doble,Axial,T0468,500,Doble,train
Axial_Displacement_17.csv,Original\Axial\Axial_Displacement_17.csv,Original,Axial,T0469,500,Original,train
Axial_Displacement_17_Omicron.csv,VendorSimulated\Omicron\Axial\Axial_Displacement_17_Omicron.csv,Omicron,Axial,T0470,500,Omicron,val
Axial_Displacement_17_Megger.csv,VendorSimulated\Megger\Axial\Axial_Displacement_17_Megger.csv,Megger,Axial,T0471,500,Megger,train
Axial_Displacement_17_Doble.csv,VendorSimulated\Doble\Axial\Axial_Displacement_17_Doble.csv,Doble,Axial,T0472,500,Doble,train
Axial_Displacement_18.csv,Original\Axial\Axial_Displacement_18.csv,Original,Axial,T0473,500,Original,train
Axial_Displacement_18_Omicron.csv,VendorSimulated\Omicron\Axial\Axial_Displacement_18_Omicron.csv,Omicron,Axial,T0474,500,Omicron,train
Axial_Displacement_18_Megger.csv,VendorSimulated\Megger\Axial\Axial_Displacement_18_Megger.csv,Megger,Axial,T0475,500,Megger,train
Axial_Displacement_18_Doble.csv,VendorSimulated\Doble\Axial\Axial_Displacement_18_Doble.csv,Doble,Axial,T0476,500,Doble,train
Axial_Displacement_19.csv,Original\Axial\Axial_Displacement_19.csv,Original,Axial,T0477,500,Original,val
Axial_Displacement_19_Omicron.csv,VendorSimulated\Omicron\Axial\Axial_Displacement_19_Omicron.csv,Omicron,Axial,T0478,500,Omicron,val
Axial_Displacement_19_Megger.csv,VendorSimulated\Megger\Axial\Axial_Displacement_19_Megger.csv,Megger,Axial,T0479,500,Megger,test
Axial_Displacement_19_Doble.csv,VendorSimulated\Doble\Axial\Axial_Displacement_19_Doble.csv,Doble,Axial,T0480,500,Doble,test
Axial_Displacement_20.csv,Original\Axial\Axial_Displacement_20.csv,Original,Axial,T0481,500,Original,train
Axial_Displacement_20_Omicron.csv,VendorSimulated\Omicron\Axial\Axial_Displacement_20_Omicron.csv,Omicron,Axial,T0482,500,Omicron,train
Axial_Displacement_20_Megger.csv,VendorSimulated\Megger\Axial\Axial_Displacement_20_Megger.csv,Megger,Axial,T0483,500,Megger,test
Axial_Displacement_20_Doble.csv,VendorSimulated\Doble\Axial\Axial_Displacement_20_Doble.csv,Doble,Axial,T0484,500,Doble,train
Axial_Displacement_21.csv,Original\Axial\Axial_Displacement_21.csv,Original,Axial,T0485,500,Original,train
Axial_Displacement_21_Omicron.csv,VendorSimulated\Omicron\Axial\Axial_Displacement_21_Omicron.csv,Omicron,Axial,T0486,500,Omicron,train
Axial_Displacement_21_Megger.csv,VendorSimulated\Megger\Axial\Axial_Displacement_21_Megger.csv,Megger,Axial,T0487,500,Megger,test
Axial_Displacement_21_Doble.csv,VendorSimulated\Doble\Axial\Axial_Displacement_21_Doble.csv,Doble,Axial,T0488,500,Doble,train
Axial_Displacement_22.csv,Original\Axial\Axial_Displacement_22.csv,Original,Axial,T0489,500,Original,test
Axial_Displacement_22_Omicron.csv,VendorSimulated\Omicron\Axial\Axial_Displacement_22_Omicron.csv,Omicron,Axial,T0490,500,Omicron,train
Axial_Displacement_22_Megger.csv,VendorSimulated\Megger\Axial\Axial_Displacement_22_Megger.csv,Megger,Axial,T0491,500,Megger,val
Axial_Displacement_22_Doble.csv,VendorSimulated\Doble\Axial\Axial_Displacement_22_Doble.csv,Doble,Axial,T0492,500,Doble,test
Axial_Displacement_23.csv,Original\Axial\Axial_Displacement_23.csv,Original,Axial,T0493,500,Original,train
Axial_Displacement_23_Omicron.csv,VendorSimulated\Omicron\Axial\Axial_Displacement_23_Omicron.csv,Omicron,Axial,T0494,500,Omicron,train
Axial_Displacement_23_Megger.csv,VendorSimulated\Megger\Axial\Axial_Displacement_23_Megger.csv,Megger,Axial,T0495,500,Megger,train
Axial_Displacement_23_Doble.csv,VendorSimulated\Doble\Axial\Axial_Displacement_23_Doble.csv,Doble,Axial,T0496,500,Doble,train
Axial_Displacement_24.csv,Original\Axial\Axial_Displacement_24.csv,Original,Axial,T0497,500,Original,train
Axial_Displacement_24_Omicron.csv,VendorSimulated\Omicron\Axial\Axial_Displacement_24_Omicron.csv,Omicron,Axial,T0498,500,Omicron,train
Axial_Displacement_24_Megger.csv,VendorSimulated\Megger\Axial\Axial_Displacement_24_Megger.csv,Megger,Axial,T0499,500,Megger,train
Axial_Displacement_24_Doble.csv,VendorSimulated\Doble\Axial\Axial_Displacement_24_Doble.csv,Doble,Axial,T0500,500,Doble,train
Axial_Displacement_25.csv,Original\Axial\Axial_Displacement_25.csv,Original,Axial,T0501,500,Original,train
Axial_Displacement_25_Omicron.csv,VendorSimulated\Omicron\Axial\Axial_Displacement_25_Omicron.csv,Omicron,Axial,T0502,500,Omicron,train
Axial_Displacement_25_Megger.csv,VendorSimulated\Megger\Axial\Axial_Displacement_25_Megger.csv,Megger,Axial,T0503,500,Megger,train
Axial_Displacement_25_Doble.csv,VendorSimulated\Doble\Axial\Axial_Displacement_25_Doble.csv,Doble,Axial,T0504,500,Doble,train
Axial_Displacement_26.csv,Original\Axial\Axial_Displacement_26.csv,Original,Axial,T0505,500,Original,train
Axial_Displacement_26_Omicron.csv,VendorSimulated\Omicron\Axial\Axial_Displacement_26_Omicron.csv,Omicron,Axial,T0506,500,Omicron,train
Axial_Displacement_26_Megger.csv,VendorSimulated\Megger\Axial\Axial_Displacement_26_Megger.csv,Megger,Axial,T0507,500,Megger,test
Axial_Displacement_26_Doble.csv,VendorSimulated\Doble\Axial\Axial_Displacement_26_Doble.csv,Doble,Axial,T0508,500,Doble,train
Axial_Displacement_27.csv,Original\Axial\Axial_Displacement_27.csv,Original,Axial,T0509,500,Original,train
Axial_Displacement_27_Omicron.csv,VendorSimulated\Omicron\Axial\Axial_Displacement_27_Omicron.csv,Omicron,Axial,T0510,500,Omicron,val
Axial_Displacement_27_Megger.csv,VendorSimulated\Megger\Axial\Axial_Displacement_27_Megger.csv,Megger,Axial,T0511,500,Megger,train
Axial_Displacement_27_Doble.csv,VendorSimulated\Doble\Axial\Axial_Displacement_27_Doble.csv,Doble,Axial,T0512,500,Doble,train
Axial_Displacement_28.csv,Original\Axial\Axial_Displacement_28.csv,Original,Axial,T0513,500,Original,train
Axial_Displacement_28_Omicron.csv,VendorSimulated\Omicron\Axial\Axial_Displacement_28_Omicron.csv,Omicron,Axial,T0514,500,Omicron,train
Axial_Displacement_28_Megger.csv,VendorSimulated\Megger\Axial\Axial_Displacement_28_Megger.csv,Megger,Axial,T0515,500,Megger,train
Axial_Displacement_28_Doble.csv,VendorSimulated\Doble\Axial\Axial_Displacement_28_Doble.csv,Doble,Axial,T0516,500,Doble,train
Axial_Displacement_29.csv,Original\Axial\Axial_Displacement_29.csv,Original,Axial,T0517,500,Original,train
Axial_Displacement_29_Omicron.csv,VendorSimulated\Omicron\Axial\Axial_Displacement_29_Omicron.csv,Omicron,Axial,T0518,500,Omicron,test
Axial_Displacement_29_Megger.csv,VendorSimulated\Megger\Axial\Axial_Displacement_29_Megger.csv,Megger,Axial,T0519,500,Megger,train
Axial_Displacement_29_Doble.csv,VendorSimulated\Doble\Axial\Axial_Displacement_29_Doble.csv,Doble,Axial,T0520,500,Doble,train
Axial_Displacement_30.csv,Original\Axial\Axial_Displacement_30.csv,Original,Axial,T0521,500,Original,train
Axial_Displacement_30_Omicron.csv,VendorSimulated\Omicron\Axial\Axial_Displacement_30_Omicron.csv,Omicron,Axial,T0522,500,Omicron,train
Axial_Displacement_30_Megger.csv,VendorSimulated\Megger\Axial\Axial_Displacement_30_Megger.csv,Megger,Axial,T0523,500,Megger,train
Axial_Displacement_30_Doble.csv,VendorSimulated\Doble\Axial\Axial_Displacement_30_Doble.csv,Doble,Axial,T0524,500,Doble,val
Axial_Displacement_31.csv,Original\Axial\Axial_Displacement_31.csv,Original,Axial,T0525,500,Original,train
Axial_Displacement_31_Omicron.csv,VendorSimulated\Omicron\Axial\Axial_Displacement_31_Omicron.csv,Omicron,Axial,T0526,500,Omicron,val
Axial_Displacement_31_Megger.csv,VendorSimulated\Megger\Axial\Axial_Displacement_31_Megger.csv,Megger,Axial,T0527,500,Megger,test
Axial_Displacement_31_Doble.csv,VendorSimulated\Doble\Axial\Axial_Displacement_31_Doble.csv,Doble,Axial,T0528,500,Doble,train
Axial_Displacement_32.csv,Original\Axial\Axial_Displacement_32.csv,Original,Axial,T0529,500,Original,train
Axial_Displacement_32_Omicron.csv,VendorSimulated\Omicron\Axial\Axial_Displacement_32_Omicron.csv,Omicron,Axial,T0530,500,Omicron,train
Axial_Displacement_32_Megger.csv,VendorSimulated\Megger\Axial\Axial_Displacement_32_Megger.csv,Megger,Axial,T0531,500,Megger,train
Axial_Displacement_32_Doble.csv,VendorSimulated\Doble\Axial\Axial_Displacement_32_Doble.csv,Doble,Axial,T0532,500,Doble,train
Axial_Displacement_33.csv,Original\Axial\Axial_Displacement_33.csv,Original,Axial,T0533,500,Original,train
Axial_Displacement_33_Omicron.csv,VendorSimulated\Omicron\Axial\Axial_Displacement_33_Omicron.csv,Omicron,Axial,T0534,500,Omicron,test
Axial_Displacement_33_Megger.csv,VendorSimulated\Megger\Axial\Axial_Displacement_33_Megger.csv,Megger,Axial,T0535,500,Megger,test
Axial_Displacement_33_Doble.csv,VendorSimulated\Doble\Axial\Axial_Displacement_33_Doble.csv,Doble,Axial,T0536,500,Doble,train
Axial_Displacement_34.csv,Original\Axial\Axial_Displacement_34.csv,Original,Axial,T0537,500,Original,train
Axial_Displacement_34_Omicron.csv,VendorSimulated\Omicron\Axial\Axial_Displacement_34_Omicron.csv,Omicron,Axial,T0538,500,Omicron,train
Axial_Displacement_34_Megger.csv,VendorSimulated\Megger\Axial\Axial_Displacement_34_Megger.csv,Megger,Axial,T0539,500,Megger,train
Axial_Displacement_34_Doble.csv,VendorSimulated\Doble\Axial\Axial_Displacement_34_Doble.csv,Doble,Axial,T0540,500,Doble,val
Axial_Displacement_35.csv,Original\Axial\Axial_Displacement_35.csv,Original,Axial,T0541,500,Original,train
Axial_Displacement_35_Omicron.csv,VendorSimulated\Omicron\Axial\Axial_Displacement_35_Omicron.csv,Omicron,Axial,T0542,500,Omicron,train
Axial_Displacement_35_Megger.csv,VendorSimulated\Megger\Axial\Axial_Displacement_35_Megger.csv,Megger,Axial,T0543,500,Megger,train
Axial_Displacement_35_Doble.csv,VendorSimulated\Doble\Axial\Axial_Displacement_35_Doble.csv,Doble,Axial,T0544,500,Doble,test
Axial_Displacement_36.csv,Original\Axial\Axial_Displacement_36.csv,Original,Axial,T0545,500,Original,val
Axial_Displacement_36_Omicron.csv,VendorSimulated\Omicron\Axial\Axial_Displacement_36_Omicron.csv,Omicron,Axial,T0546,500,Omicron,test
Axial_Displacement_36_Megger.csv,VendorSimulated\Megger\Axial\Axial_Displacement_36_Megger.csv,Megger,Axial,T0547,500,Megger,train
Axial_Displacement_36_Doble.csv,VendorSimulated\Doble\Axial\Axial_Displacement_36_Doble.csv,Doble,Axial,T0548,500,Doble,test
Axial_Displacement_37.csv,Original\Axial\Axial_Displacement_37.csv,Original,Axial,T0549,500,Original,test
Axial_Displacement_37_Omicron.csv,VendorSimulated\Omicron\Axial\Axial_Displacement_37_Omicron.csv,Omicron,Axial,T0550,500,Omicron,train
Axial_Displacement_37_Megger.csv,VendorSimulated\Megger\Axial\Axial_Displacement_37_Megger.csv,Megger,Axial,T0551,500,Megger,train
Axial_Displacement_37_Doble.csv,VendorSimulated\Doble\Axial\Axial_Displacement_37_Doble.csv,Doble,Axial,T0552,500,Doble,train
Axial_Displacement_38.csv,Original\Axial\Axial_Displacement_38.csv,Original,Axial,T0553,500,Original,train
Axial_Displacement_38_Omicron.csv,VendorSimulated\Omicron\Axial\Axial_Displacement_38_Omicron.csv,Omicron,Axial,T0554,500,Omicron,train
Axial_Displacement_38_Megger.csv,VendorSimulated\Megger\Axial\Axial_Displacement_38_Megger.csv,Megger,Axial,T0555,500,Megger,train
Axial_Displacement_38_Doble.csv,VendorSimulated\Doble\Axial\Axial_Displacement_38_Doble.csv,Doble,Axial,T0556,500,Doble,train
Axial_Displacement_39.csv,Original\Axial\Axial_Displacement_39.csv,Original,Axial,T0557,500,Original,val
Axial_Displacement_39_Omicron.csv,VendorSimulated\Omicron\Axial\Axial_Displacement_39_Omicron.csv,Omicron,Axial,T0558,500,Omicron,train
Axial_Displacement_39_Megger.csv,VendorSimulated\Megger\Axial\Axial_Displacement_39_Megger.csv,Megger,Axial,T0559,500,Megger,train
Axial_Displacement_39_Doble.csv,VendorSimulated\Doble\Axial\Axial_Displacement_39_Doble.csv,Doble,Axial,T0560,500,Doble,train
Axial_Displacement_40.csv,Original\Axial\Axial_Displacement_40.csv,Original,Axial,T0561,500,Original,val
Axial_Displacement_40_Omicron.csv,VendorSimulated\Omicron\Axial\Axial_Displacement_40_Omicron.csv,Omicron,Axial,T0562,500,Omicron,val
Axial_Displacement_40_Megger.csv,VendorSimulated\Megger\Axial\Axial_Displacement_40_Megger.csv,Megger,Axial,T0563,500,Megger,train
Axial_Displacement_40_Doble.csv,VendorSimulated\Doble\Axial\Axial_Displacement_40_Doble.csv,Doble,Axial,T0564,500,Doble,train
Axial_Displacement_41.csv,Original\Axial\Axial_Displacement_41.csv,Original,Axial,T0565,500,Original,train
Axial_Displacement_41_Omicron.csv,VendorSimulated\Omicron\Axial\Axial_Displacement_41_Omicron.csv,Omicron,Axial,T0566,500,Omicron,train
Axial_Displacement_41_Megger.csv,VendorSimulated\Megger\Axial\Axial_Displacement_41_Megger.csv,Megger,Axial,T0567,500,Megger,train
Axial_Displacement_41_Doble.csv,VendorSimulated\Doble\Axial\Axial_Displacement_41_Doble.csv,Doble,Axial,T0568,500,Doble,test
Axial_Displacement_42.csv,Original\Axial\Axial_Displacement_42.csv,Original,Axial,T0569,500,Original,val
Axial_Displacement_42_Omicron.csv,VendorSimulated\Omicron\Axial\Axial_Displacement_42_Omicron.csv,Omicron,Axial,T0570,500,Omicron,train
Axial_Displacement_42_Megger.csv,VendorSimulated\Megger\Axial\Axial_Displacement_42_Megger.csv,Megger,Axial,T0571,500,Megger,test
Axial_Displacement_42_Doble.csv,VendorSimulated\Doble\Axial\Axial_Displacement_42_Doble.csv,Doble,Axial,T0572,500,Doble,train
Axial_Displacement_43.csv,Original\Axial\Axial_Displacement_43.csv,Original,Axial,T0573,500,Original,train
Axial_Displacement_43_Omicron.csv,VendorSimulated\Omicron\Axial\Axial_Displacement_43_Omicron.csv,Omicron,Axial,T0574,500,Omicron,train
Axial_Displacement_43_Megger.csv,VendorSimulated\Megger\Axial\Axial_Displacement_43_Megger.csv,Megger,Axial,T0575,500,Megger,train
Axial_Displacement_43_Doble.csv,VendorSimulated\Doble\Axial\Axial_Displacement_43_Doble.csv,Doble,Axial,T0576,500,Doble,train
Axial_Displacement_44.csv,Original\Axial\Axial_Displacement_44.csv,Original,Axial,T0577,500,Original,train
Axial_Displacement_44_Omicron.csv,VendorSimulated\Omicron\Axial\Axial_Displacement_44_Omicron.csv,Omicron,Axial,T0578,500,Omicron,train
Axial_Displacement_44_Megger.csv,VendorSimulated\Megger\Axial\Axial_Displacement_44_Megger.csv,Megger,Axial,T0579,500,Megger,train
Axial_Displacement_44_Doble.csv,VendorSimulated\Doble\Axial\Axial_Displacement_44_Doble.csv,Doble,Axial,T0580,500,Doble,val
Axial_Displacement_45.csv,Original\Axial\Axial_Displacement_45.csv,Original,Axial,T0581,500,Original,train
Axial_Displacement_45_Omicron.csv,VendorSimulated\Omicron\Axial\Axial_Displacement_45_Omicron.csv,Omicron,Axial,T0582,500,Omicron,train
Axial_Displacement_45_Megger.csv,VendorSimulated\Megger\Axial\Axial_Displacement_45_Megger.csv,Megger,Axial,T0583,500,Megger,val
Axial_Displacement_45_Doble.csv,VendorSimulated\Doble\Axial\Axial_Displacement_45_Doble.csv,Doble,Axial,T0584,500,Doble,train
Axial_Displacement_46.csv,Original\Axial\Axial_Displacement_46.csv,Original,Axial,T0585,500,Original,train
Axial_Displacement_46_Omicron.csv,VendorSimulated\Omicron\Axial\Axial_Displacement_46_Omicron.csv,Omicron,Axial,T0586,500,Omicron,val
Axial_Displacement_46_Megger.csv,VendorSimulated\Megger\Axial\Axial_Displacement_46_Megger.csv,Megger,Axial,T0587,500,Megger,train
Axial_Displacement_46_Doble.csv,VendorSimulated\Doble\Axial\Axial_Displacement_46_Doble.csv,Doble,Axial,T0588,500,Doble,train
Axial_Displacement_47.csv,Original\Axial\Axial_Displacement_47.csv,Original,Axial,T0589,500,Original,test
Axial_Displacement_47_Omicron.csv,VendorSimulated\Omicron\Axial\Axial_Displacement_47_Omicron.csv,Omicron,Axial,T0590,500,Omicron,train
Axial_Displacement_47_Megger.csv,VendorSimulated\Megger\Axial\Axial_Displacement_47_Megger.csv,Megger,Axial,T0591,500,Megger,val
Axial_Displacement_47_Doble.csv,VendorSimulated\Doble\Axial\Axial_Displacement_47_Doble.csv,Doble,Axial,T0592,500,Doble,test
Axial_Displacement_48.csv,Original\Axial\Axial_Displacement_48.csv,Original,Axial,T0593,500,Original,train
Axial_Displacement_48_Omicron.csv,VendorSimulated\Omicron\Axial\Axial_Displacement_48_Omicron.csv,Omicron,Axial,T0594,500,Omicron,train
Axial_Displacement_48_Megger.csv,VendorSimulated\Megger\Axial\Axial_Displacement_48_Megger.csv,Megger,Axial,T0595,500,Megger,val
Axial_Displacement_48_Doble.csv,VendorSimulated\Doble\Axial\Axial_Displacement_48_Doble.csv,Doble,Axial,T0596,500,Doble,train
Axial_Displacement_49.csv,Original\Axial\Axial_Displacement_49.csv,Original,Axial,T0597,500,Original,train
Axial_Displacement_49_Omicron.csv,VendorSimulated\Omicron\Axial\Axial_Displacement_49_Omicron.csv,Omicron,Axial,T0598,500,Omicron,train
Axial_Displacement_49_Megger.csv,VendorSimulated\Megger\Axial\Axial_Displacement_49_Megger.csv,Megger,Axial,T0599,500,Megger,train
Axial_Displacement_49_Doble.csv,VendorSimulated\Doble\Axial\Axial_Displacement_49_Doble.csv,Doble,Axial,T0600,500,Doble,val
Axial_Displacement_50.csv,Original\Axial\Axial_Displacement_50.csv,Original,Axial,T0601,500,Original,train
Axial_Displacement_50_Omicron.csv,VendorSimulated\Omicron\Axial\Axial_Displacement_50_Omicron.csv,Omicron,Axial,T0602,500,Omicron,train
Axial_Displacement_50_Megger.csv,VendorSimulated\Megger\Axial\Axial_Displacement_50_Megger.csv,Megger,Axial,T0603,500,Megger,test
Axial_Displacement_50_Doble.csv,VendorSimulated\Doble\Axial\Axial_Displacement_50_Doble.csv,Doble,Axial,T0604,500,Doble,train
Axial_Displacement_51.csv,Original\Axial\Axial_Displacement_51.csv,Original,Axial,T0605,500,Original,test
Axial_Displacement_51_Omicron.csv,VendorSimulated\Omicron\Axial\Axial_Displacement_51_Omicron.csv,Omicron,Axial,T0606,500,Omicron,test
Axial_Displacement_51_Megger.csv,VendorSimulated\Megger\Axial\Axial_Displacement_51_Megger.csv,Megger,Axial,T0607,500,Megger,train
Axial_Displacement_51_Doble.csv,VendorSimulated\Doble\Axial\Axial_Displacement_51_Doble.csv,Doble,Axial,T0608,500,Doble,train
Axial_Displacement_52.csv,Original\Axial\Axial_Displacement_52.csv,Original,Axial,T0609,500,Original,train
Axial_Displacement_52_Omicron.csv,VendorSimulated\Omicron\Axial\Axial_Displacement_52_Omicron.csv,Omicron,Axial,T0610,500,Omicron,test
Axial_Displacement_52_Megger.csv,VendorSimulated\Megger\Axial\Axial_Displacement_52_Megger.csv,Megger,Axial,T0611,500,Megger,train
Axial_Displacement_52_Doble.csv,VendorSimulated\Doble\Axial\Axial_Displacement_52_Doble.csv,Doble,Axial,T0612,500,Doble,train
Axial_Displacement_53.csv,Original\Axial\Axial_Displacement_53.csv,Original,Axial,T0613,500,Original,val
Axial_Displacement_53_Omicron.csv,VendorSimulated\Omicron\Axial\Axial_Displacement_53_Omicron.csv,Omicron,Axial,T0614,500,Omicron,train
Axial_Displacement_53_Megger.csv,VendorSimulated\Megger\Axial\Axial_Displacement_53_Megger.csv,Megger,Axial,T0615,500,Megger,train
Axial_Displacement_53_Doble.csv,VendorSimulated\Doble\Axial\Axial_Displacement_53_Doble.csv,Doble,Axial,T0616,500,Doble,test
Axial_Displacement_54.csv,Original\Axial\Axial_Displacement_54.csv,Original,Axial,T0617,500,Original,test
Axial_Displacement_54_Omicron.csv,VendorSimulated\Omicron\Axial\Axial_Displacement_54_Omicron.csv,Omicron,Axial,T0618,500,Omicron,train
Axial_Displacement_54_Megger.csv,VendorSimulated\Megger\Axial\Axial_Displacement_54_Megger.csv,Megger,Axial,T0619,500,Megger,train
Axial_Displacement_54_Doble.csv,VendorSimulated\Doble\Axial\Axial_Displacement_54_Doble.csv,Doble,Axial,T0620,500,Doble,val
Axial_Displacement_55.csv,Original\Axial\Axial_Displacement_55.csv,Original,Axial,T0621,500,Original,train
Axial_Displacement_55_Omicron.csv,VendorSimulated\Omicron\Axial\Axial_Displacement_55_Omicron.csv,Omicron,Axial,T0622,500,Omicron,train
Axial_Displacement_55_Megger.csv,VendorSimulated\Megger\Axial\Axial_Displacement_55_Megger.csv,Megger,Axial,T0623,500,Megger,train
Axial_Displacement_55_Doble.csv,VendorSimulated\Doble\Axial\Axial_Displacement_55_Doble.csv,Doble,Axial,T0624,500,Doble,train
Axial_Displacement_56.csv,Original\Axial\Axial_Displacement_56.csv,Original,Axial,T0625,500,Original,train
Axial_Displacement_56_Omicron.csv,VendorSimulated\Omicron\Axial\Axial_Displacement_56_Omicron.csv,Omicron,Axial,T0626,500,Omicron,val
Axial_Displacement_56_Megger.csv,VendorSimulated\Megger\Axial\Axial_Displacement_56_Megger.csv,Megger,Axial,T0627,500,Megger,val
Axial_Displacement_56_Doble.csv,VendorSimulated\Doble\Axial\Axial_Displacement_56_Doble.csv,Doble,Axial,T0628,500,Doble,train
Axial_Displacement_57.csv,Original\Axial\Axial_Displacement_57.csv,Original,Axial,T0629,500,Original,test
Axial_Displacement_57_Omicron.csv,VendorSimulated\Omicron\Axial\Axial_Displacement_57_Omicron.csv,Omicron,Axial,T0630,500,Omicron,train
Axial_Displacement_57_Megger.csv,VendorSimulated\Megger\Axial\Axial_Displacement_57_Megger.csv,Megger,Axial,T0631,500,Megger,train
Axial_Displacement_57_Doble.csv,VendorSimulated\Doble\Axial\Axial_Displacement_57_Doble.csv,Doble,Axial,T0632,500,Doble,train
Axial_Displacement_58.csv,Original\Axial\Axial_Displacement_58.csv,Original,Axial,T0633,500,Original,test
Axial_Displacement_58_Omicron.csv,VendorSimulated\Omicron\Axial\Axial_Displacement_58_Omicron.csv,Omicron,Axial,T0634,500,Omicron,train
Axial_Displacement_58_Megger.csv,VendorSimulated\Megger\Axial\Axial_Displacement_58_Megger.csv,Megger,Axial,T0635,500,Megger,train
Axial_Displacement_58_Doble.csv,VendorSimulated\Doble\Axial\Axial_Displacement_58_Doble.csv,Doble,Axial,T0636,500,Doble,val
Axial_Displacement_59.csv,Original\Axial\Axial_Displacement_59.csv,Original,Axial,T0637,500,Original,train
Axial_Displacement_59_Omicron.csv,VendorSimulated\Omicron\Axial\Axial_Displacement_59_Omicron.csv,Omicron,Axial,T0638,500,Omicron,test
Axial_Displacement_59_Megger.csv,VendorSimulated\Megger\Axial\Axial_Displacement_59_Megger.csv,Megger,Axial,T0639,500,Megger,train
Axial_Displacement_59_Doble.csv,VendorSimulated\Doble\Axial\Axial_Displacement_59_Doble.csv,Doble,Axial,T0640,500,Doble,train
Axial_Displacement_60.csv,Original\Axial\Axial_Displacement_60.csv,Original,Axial,T0641,500,Original,test
Axial_Displacement_60_Omicron.csv,VendorSimulated\Omicron\Axial\Axial_Displacement_60_Omicron.csv,Omicron,Axial,T0642,500,Omicron,train
Axial_Displacement_60_Megger.csv,VendorSimulated\Megger\Axial\Axial_Displacement_60_Megger.csv,Megger,Axial,T0643,500,Megger,val
Axial_Displacement_60_Doble.csv,VendorSimulated\Doble\Axial\Axial_Displacement_60_Doble.csv,Doble,Axial,T0644,500,Doble,train
Axial_Displacement_61.csv,Original\Axial\Axial_Displacement_61.csv,Original,Axial,T0645,500,Original,train
Axial_Displacement_61_Omicron.csv,VendorSimulated\Omicron\Axial\Axial_Displacement_61_Omicron.csv,Omicron,Axial,T0646,500,Omicron,train
Axial_Displacement_61_Megger.csv,VendorSimulated\Megger\Axial\Axial_Displacement_61_Megger.csv,Megger,Axial,T0647,500,Megger,train
Axial_Displacement_61_Doble.csv,VendorSimulated\Doble\Axial\Axial_Displacement_61_Doble.csv,Doble,Axial,T0648,500,Doble,train
Axial_Displacement_62.csv,Original\Axial\Axial_Displacement_62.csv,Original,Axial,T0649,500,Original,train
Axial_Displacement_62_Omicron.csv,VendorSimulated\Omicron\Axial\Axial_Displacement_62_Omicron.csv,Omicron,Axial,T0650,500,Omicron,val
Axial_Displacement_62_Megger.csv,VendorSimulated\Megger\Axial\Axial_Displacement_62_Megger.csv,Megger,Axial,T0651,500,Megger,test
Axial_Displacement_62_Doble.csv,VendorSimulated\Doble\Axial\Axial_Displacement_62_Doble.csv,Doble,Axial,T0652,500,Doble,train
Axial_Displacement_63.csv,Original\Axial\Axial_Displacement_63.csv,Original,Axial,T0653,500,Original,val
Axial_Displacement_63_Omicron.csv,VendorSimulated\Omicron\Axial\Axial_Displacement_63_Omicron.csv,Omicron,Axial,T0654,500,Omicron,train
Axial_Displacement_63_Megger.csv,VendorSimulated\Megger\Axial\Axial_Displacement_63_Megger.csv,Megger,Axial,T0655,500,Megger,train
Axial_Displacement_63_Doble.csv,VendorSimulated\Doble\Axial\Axial_Displacement_63_Doble.csv,Doble,Axial,T0656,500,Doble,train
Axial_Displacement_64.csv,Original\Axial\Axial_Displacement_64.csv,Original,Axial,T0657,500,Original,train
Axial_Displacement_64_Omicron.csv,VendorSimulated\Omicron\Axial\Axial_Displacement_64_Omicron.csv,Omicron,Axial,T0658,500,Omicron,train
Axial_Displacement_64_Megger.csv,VendorSimulated\Megger\Axial\Axial_Displacement_64_Megger.csv,Megger,Axial,T0659,500,Megger,train
Axial_Displacement_64_Doble.csv,VendorSimulated\Doble\Axial\Axial_Displacement_64_Doble.csv,Doble,Axial,T0660,500,Doble,test
Axial_Displacement_65.csv,Original\Axial\Axial_Displacement_65.csv,Original,Axial,T0661,500,Original,val
